Player,ValueOfHand,Ace,DealerValue,theCountRound,runningCount,trueCount,Action,BlackJackWin,Result,StartRunningCount
1.0,17,0,10,0,0,0.0,Stand,0,2,0.0
2.0,17,0,10,0,0,0.0,Stand,0,2,0.0
3.0,14,0,10,0,0,0.0,Hit,0,0,0.0
4.0,12,0,10,0,0,0.0,Hit,0,0,0.0
1.0,19,0,10,5,4,0.7272727272727273,Stand,0,2,-1.0
2.0,18,0,10,5,4,0.7298245614035087,Stand,0,2,-1.0
3.0,17,0,10,5,4,0.7298245614035087,Stand,0,2,-1.0
4.0,20,0,10,7,6,1.1024734982332156,Stand,0,2,-1.0
1.0,16,0,10,-5,2,0.38235294117647056,Hit,0,0,7.0
2.0,20,0,10,-5,2,0.38376383763837635,Stand,0,1,7.0
3.0,15,1,10,-5,2,0.3851851851851852,Stand,0,0,7.0
4.0,9,1,10,-5,2,0.3851851851851852,Stand,0,0,7.0
1.0,13,0,10,0,1,0.2,Hit,0,0,1.0
2.0,20,0,10,-1,0,0.0,Stand,0,1,1.0
3.0,18,0,10,0,1,0.20233463035019456,Stand,0,0,1.0
4.0,9,1,10,0,1,0.20233463035019456,Stand,0,0,1.0
1.0,17,0,2,2,2,0.4227642276422764,Stand,0,2,0.0
2.0,16,0,2,2,2,0.4227642276422764,Stand,0,2,0.0
3.0,13,0,2,3,3,0.636734693877551,Stand,0,2,0.0
4.0,20,0,2,3,3,0.636734693877551,Stand,0,2,0.0
1.0,11,0,10,5,6,1.3333333333333333,Double,0,1,1.0
2.0,12,0,10,6,7,1.5689655172413792,Hit,0,0,1.0
3.0,20,0,10,5,6,1.3565217391304347,Stand,0,1,1.0
4.0,17,0,10,4,5,1.1353711790393013,Stand,0,0,1.0
1.0,21,1,10,-1,3,0.7123287671232876,Stand,1,2,4.0
2.0,20,0,10,-1,3,0.7155963302752293,Stand,0,2,4.0
3.0,12,0,10,-1,3,0.7155963302752293,Hit,0,0,4.0
4.0,12,1,10,-2,2,0.48148148148148145,Stand,0,0,4.0
1.0,17,1,11,-2,-2,-0.34551495016611294,Stand,0,0,0.0
2.0,12,0,11,-2,-2,-0.34551495016611294,Hit,0,2,0.0
3.0,17,0,11,-2,-2,-0.3466666666666667,Stand,0,0,0.0
4.0,14,0,11,-2,-2,-0.3466666666666667,Hit,0,0,0.0
1.0,13,1,10,-5,-9,-1.6363636363636365,Stand,0,0,-4.0
2.0,20,0,10,-5,-9,-1.6363636363636365,Stand,0,2,-4.0
3.0,18,0,10,-5,-9,-1.6363636363636365,Stand,0,0,-4.0
4.0,18,0,10,-5,-9,-1.6363636363636365,Stand,0,0,-4.0
1.0,20,0,10,1,-8,-1.5127272727272727,Stand,0,2,-9.0
2.0,15,0,10,1,-8,-1.5127272727272727,Hit,0,2,-9.0
3.0,11,0,10,2,-7,-1.3284671532846715,Double,0,2,-9.0
4.0,16,0,10,2,-7,-1.3333333333333333,Hit,0,2,-9.0
1.0,14,0,10,-1,-7,-1.3893129770992367,Hit,0,2,-6.0
2.0,16,0,10,0,-6,-1.2,Hit,0,0,-6.0
3.0,16,0,10,-1,-7,-1.4108527131782946,Hit,0,0,-6.0
4.0,20,0,10,-1,-7,-1.4163424124513617,Stand,0,2,-6.0
1.0,11,0,10,3,-4,-0.8489795918367347,Double,0,1,-7.0
2.0,13,0,10,3,-4,-0.8524590163934426,Hit,0,2,-7.0
3.0,14,1,10,2,-5,-1.0743801652892562,Stand,0,0,-7.0
4.0,14,1,10,3,-4,-0.8702928870292888,Hit,0,0,-7.0
1.0,4,1,6,3,-1,-0.22907488986784144,Double,0,0,-4.0
2.0,18,0,6,2,-2,-0.4601769911504425,Stand,0,0,-4.0
3.0,15,0,6,2,-2,-0.46222222222222226,Stand,0,0,-4.0
4.0,9,0,6,2,-2,-0.46222222222222226,Double,0,0,-4.0
1.0,14,0,3,3,0,0.0,Stand,0,2,-3.0
2.0,14,0,3,3,0,0.0,Stand,0,2,-3.0
3.0,8,1,3,3,0,0.0,Stand,0,2,-3.0
4.0,18,0,3,2,-1,-0.24644549763033177,Stand,0,2,-3.0
4.1,18,0,3,1,-2,-0.49523809523809526,Stand,0,2,-3.0
1.0,15,1,10,0,-4,-1.0558375634517767,Hit,0,0,-4.0
2.0,20,0,10,-1,-5,-1.3265306122448979,Stand,0,1,-4.0
3.0,11,0,10,-1,-5,-1.3265306122448979,Double,0,0,-4.0
4.0,9,1,10,0,-4,-1.0666666666666667,Stand,0,0,-4.0
1.0,20,0,10,0,0,0.0,Stand,0,2,0.0
2.0,21,1,10,0,0,0.0,Stand,1,2,0.0
3.0,15,0,10,0,0,0.0,Hit,0,0,0.0
4.0,16,0,10,1,1,0.174496644295302,Hit,0,0,0.0
1.0,13,0,4,3,4,0.7272727272727273,Stand,0,0,1.0
2.0,15,0,4,3,4,0.7272727272727273,Stand,0,0,1.0
3.0,16,0,4,3,4,0.7272727272727273,Stand,0,0,1.0
4.0,19,0,4,3,4,0.7272727272727273,Stand,0,2,1.0
1.0,11,0,6,5,9,1.701818181818182,Double,0,2,4.0
2.0,16,0,6,6,10,1.8978102189781023,Stand,0,2,4.0
3.0,17,0,6,6,10,1.8978102189781023,Stand,0,2,4.0
4.0,10,0,6,7,11,2.0952380952380953,Double,0,2,4.0
1.0,10,0,2,5,14,2.789272030651341,Double,0,1,9.0
2.0,10,0,2,5,14,2.8,Double,0,0,9.0
3.0,14,0,2,6,15,3.0115830115830113,Double,0,0,9.0
4.0,17,0,2,7,16,3.2248062015503876,Stand,0,1,9.0
1.0,6,1,6,2,20,4.227642276422764,Double,0,2,18.0
2.0,14,0,6,1,19,4.032653061224489,Stand,0,2,18.0
3.0,12,0,6,1,19,4.032653061224489,Stand,0,2,18.0
4.0,4,1,6,1,19,4.032653061224489,Double,0,2,18.0
1.0,19,0,9,2,20,4.463519313304721,Stand,0,1,18.0
2.0,14,0,9,2,20,4.463519313304721,Hit,0,0,18.0
3.0,15,0,9,1,19,4.277056277056277,Hit,0,0,18.0
4.0,14,1,9,0,18,4.0873362445414845,Stand,0,0,18.0
1.0,17,0,2,-2,15,3.5616438356164384,Stand,0,1,17.0
2.0,12,0,2,-2,15,3.5616438356164384,Stand,0,0,17.0
3.0,20,0,2,-2,15,3.5616438356164384,Stand,0,2,17.0
4.0,14,0,2,-2,15,3.5779816513761467,Stand,0,0,17.0
4.1,19,0,2,-2,15,3.6111111111111107,Stand,0,2,17.0
1.0,20,0,10,0,18,4.588235294117648,Stand,0,1,18.0
2.0,18,0,10,-1,17,4.3546798029556655,Stand,0,0,18.0
3.0,15,0,10,-1,17,4.3546798029556655,Hit,0,0,18.0
4.0,11,0,10,-2,16,4.118811881188119,Double,0,0,18.0
1.0,17,0,6,1,15,4.0837696335078535,Stand,0,0,14.0
2.0,20,0,6,1,15,4.0837696335078535,Stand,0,2,14.0
3.0,15,0,6,1,15,4.0837696335078535,Stand,0,0,14.0
4.0,13,0,6,1,15,4.0837696335078535,Stand,0,0,14.0
1.0,16,0,10,-1,-1,-0.17275747508305647,Hit,0,0,0.0
2.0,18,0,10,0,0,0.0,Stand,0,2,0.0
3.0,20,0,10,3,3,0.527027027027027,Stand,0,2,0.0
4.0,20,0,10,3,3,0.527027027027027,Stand,0,2,0.0
1.0,10,1,8,1,5,0.9122807017543859,Stand,0,2,4.0
2.0,15,0,8,1,5,0.9122807017543859,Stand,0,0,4.0
3.0,19,0,8,0,4,0.7323943661971831,Stand,0,2,4.0
4.0,11,0,8,1,5,0.9187279151943463,Double,0,0,4.0
4.1,17,0,8,2,6,1.1103202846975089,Stand,0,0,4.0
1.0,20,1,10,-1,7,1.3632958801498127,Stand,0,1,8.0
2.0,21,1,10,-1,7,1.3632958801498127,Stand,1,2,8.0
3.0,19,0,10,-1,7,1.3632958801498127,Stand,0,0,8.0
4.0,20,0,10,0,8,1.5639097744360904,Stand,0,1,8.0
1.0,14,0,10,-5,2,0.40625,Hit,0,0,7.0
2.0,21,1,10,-6,1,0.20392156862745098,Stand,1,2,7.0
3.0,20,0,10,-6,1,0.20392156862745098,Stand,0,1,7.0
4.0,16,0,10,-5,2,0.40944881889763773,Hit,0,0,7.0
1.0,3,1,10,1,1,0.2139917695473251,Hit,0,2,0.0
2.0,11,0,10,1,1,0.21487603305785122,Double,0,2,0.0
3.0,19,0,10,0,0,0.0,Stand,0,2,0.0
4.0,19,0,10,1,1,0.2175732217573222,Stand,0,2,0.0
1.0,17,0,10,-2,-1,-0.22707423580786024,Stand,0,0,1.0
2.0,21,1,10,-2,-1,-0.22707423580786024,Stand,1,1,1.0
3.0,19,0,10,-1,0,0.0,Stand,0,0,1.0
4.0,17,0,10,-2,-1,-0.22907488986784144,Stand,0,0,1.0
1.0,12,0,7,1,1,0.24074074074074073,Stand,0,0,0.0
2.0,16,0,7,1,1,0.24074074074074073,Stand,0,0,0.0
3.0,14,0,7,1,1,0.24074074074074073,Stand,0,0,0.0
4.0,13,0,7,1,1,0.24074074074074073,Stand,0,0,0.0
1.0,17,0,7,3,4,1.019607843137255,Stand,0,0,1.0
2.0,13,0,7,3,4,1.019607843137255,Stand,0,0,1.0
3.0,14,0,7,3,4,1.019607843137255,Hit,0,0,1.0
4.0,17,0,7,2,3,0.7722772277227723,Stand,0,0,1.0
1.0,12,0,3,1,1,0.17275747508305647,Stand,0,2,0.0
1.1,18,0,3,0,0,0.0,Stand,0,2,0.0
2.0,7,1,3,0,0,0.0,Double,0,2,0.0
3.0,17,0,3,1,1,0.17391304347826086,Stand,0,2,0.0
4.0,17,0,3,1,1,0.17391304347826086,Stand,0,2,0.0
1.0,19,0,10,1,1,0.18181818181818182,Stand,0,0,0.0
2.0,17,0,10,0,0,0.0,Stand,0,0,0.0
3.0,14,0,10,0,0,0.0,Hit,0,0,0.0
4.0,12,1,10,-2,-2,-0.36879432624113473,Stand,0,0,0.0
1.0,17,0,7,4,1,0.19117647058823528,Stand,0,0,-3.0
2.0,11,0,7,4,1,0.19117647058823528,Double,0,0,-3.0
3.0,12,0,7,6,3,0.5777777777777777,Hit,0,2,-3.0
4.0,18,0,7,6,3,0.582089552238806,Stand,0,0,-3.0
1.0,11,0,4,2,5,1.0116731517509727,Double,0,2,3.0
2.0,17,0,4,2,5,1.015625,Stand,0,2,3.0
3.0,13,0,4,2,5,1.015625,Stand,0,2,3.0
4.0,15,0,4,2,5,1.015625,Stand,0,2,3.0
1.0,16,0,5,2,5,1.0655737704918031,Stand,0,2,3.0
2.0,10,0,5,2,5,1.0655737704918031,Double,0,2,3.0
3.0,21,1,5,1,4,0.8559670781893004,Stand,1,2,3.0
4.0,12,0,5,0,3,0.6446280991735537,Stand,0,2,3.0
4.1,16,0,5,1,4,0.8702928870292888,Stand,0,2,3.0
1.0,17,0,8,1,6,1.3744493392070485,Stand,0,0,5.0
2.0,15,0,8,1,6,1.3744493392070485,Stand,0,0,5.0
3.0,15,0,8,1,6,1.3744493392070485,Stand,0,0,5.0
4.0,18,0,8,2,7,1.6106194690265487,Stand,0,1,5.0
1.0,12,0,3,2,8,1.9259259259259258,Stand,0,0,6.0
2.0,14,0,3,2,8,1.9259259259259258,Stand,0,0,6.0
3.0,18,0,3,2,8,1.9259259259259258,Stand,0,0,6.0
4.0,14,0,3,2,8,1.9259259259259258,Stand,0,0,6.0
1.0,20,0,2,3,10,2.5365853658536586,Stand,0,2,7.0
2.0,13,0,2,3,10,2.5365853658536586,Stand,0,0,7.0
3.0,13,0,2,2,9,2.294117647058824,Stand,0,0,7.0
3.1,13,0,2,1,8,2.0492610837438425,Stand,0,0,7.0
4.0,12,0,2,2,9,2.3168316831683167,Stand,0,0,7.0
1.0,18,0,10,0,9,2.450261780104712,Stand,0,1,9.0
2.0,15,0,10,2,11,3.0264550264550265,Hit,0,2,9.0
3.0,19,0,10,4,13,3.6149732620320854,Stand,0,2,9.0
4.0,17,0,10,4,13,3.6149732620320854,Stand,0,0,9.0
1.0,8,1,3,0,0,0.0,Stand,0,0,0.0
2.0,11,0,3,0,0,0.0,Double,0,0,0.0
3.0,20,0,3,0,0,0.0,Stand,0,1,0.0
4.0,14,0,3,0,0,0.0,Stand,0,0,0.0
1.0,16,0,10,-3,-4,-0.7172413793103448,Hit,0,0,-1.0
2.0,13,0,10,-3,-4,-0.7197231833910035,Hit,0,0,-1.0
3.0,18,0,10,-4,-5,-0.9027777777777778,Stand,0,0,-1.0
4.0,20,0,10,-4,-5,-0.9027777777777778,Stand,0,0,-1.0
1.0,10,0,2,-3,-7,-1.3140794223826715,Double,0,2,-4.0
2.0,20,0,2,-4,-8,-1.5072463768115942,Stand,0,2,-4.0
3.0,20,0,2,-4,-8,-1.5072463768115942,Stand,0,2,-4.0
4.0,20,0,2,-4,-8,-1.5072463768115942,Stand,0,2,-4.0
1.0,3,1,6,1,-6,-1.1818181818181819,Double,0,0,-7.0
2.0,19,0,6,2,-5,-0.9885931558935361,Stand,0,2,-7.0
3.0,17,0,6,2,-5,-0.9885931558935361,Stand,0,0,-7.0
4.0,8,1,6,1,-6,-1.1908396946564885,Stand,0,1,-7.0
1.0,15,0,10,-1,-7,-1.450199203187251,Hit,0,0,-6.0
2.0,12,0,10,-2,-8,-1.6640000000000001,Hit,0,0,-6.0
3.0,13,0,10,-3,-9,-1.8795180722891567,Hit,0,0,-6.0
4.0,18,0,10,-4,-10,-2.096774193548387,Stand,0,0,-6.0
1.0,16,0,8,2,-8,-1.7552742616033756,Stand,0,0,-10.0
2.0,13,0,8,2,-8,-1.7552742616033756,Hit,0,0,-10.0
3.0,16,0,8,1,-9,-1.9830508474576272,Stand,0,0,-10.0
4.0,7,1,8,1,-9,-1.9830508474576272,Hit,0,2,-10.0
1.0,19,0,11,-2,-8,-1.8654708520179373,Stand,0,2,-6.0
2.0,17,0,11,-2,-8,-1.8654708520179373,Stand,0,1,-6.0
3.0,17,0,11,-2,-8,-1.8654708520179373,Stand,0,1,-6.0
4.0,18,0,11,-2,-8,-1.8654708520179373,Stand,0,2,-6.0
1.0,12,0,8,3,-4,-0.9811320754716982,Hit,0,0,-7.0
1.1,10,1,8,1,-6,-1.4857142857142858,Stand,0,2,-7.0
2.0,10,1,8,1,-6,-1.5,Stand,0,2,-7.0
3.0,16,0,8,1,-6,-1.5,Stand,0,2,-7.0
4.0,13,1,8,1,-6,-1.5072463768115942,Hit,0,0,-7.0
1.0,15,0,8,3,-3,-0.8,Stand,0,0,-6.0
2.0,10,0,8,3,-3,-0.8,Double,0,0,-6.0
3.0,11,0,8,4,-2,-0.5360824742268041,Double,0,1,-6.0
4.0,16,0,8,5,-1,-0.2708333333333333,Hit,0,0,-6.0
1.0,12,0,4,3,3,0.5165562913907285,Stand,0,2,0.0
2.0,6,1,4,3,3,0.5165562913907285,Double,0,2,0.0
3.0,16,0,4,2,2,0.34551495016611294,Stand,0,2,0.0
4.0,7,1,4,1,1,0.17333333333333334,Double,0,2,0.0
4.1,13,0,4,1,1,0.174496644295302,Stand,0,2,0.0
1.0,11,0,10,0,0,0.0,Double,0,2,0.0
2.0,14,0,10,0,0,0.0,Hit,0,0,0.0
3.0,17,0,10,-1,-1,-0.18309859154929578,Stand,0,2,0.0
4.0,12,0,10,-1,-1,-0.18309859154929578,Hit,0,0,0.0
1.0,17,0,11,-2,-3,-0.5735294117647058,Stand,0,0,-1.0
2.0,15,0,11,-2,-3,-0.5735294117647058,Hit,0,2,-1.0
3.0,15,0,11,-1,-2,-0.38376383763837635,Hit,0,0,-1.0
4.0,16,0,11,-2,-3,-0.5777777777777777,Hit,0,0,-1.0
1.0,9,1,6,-2,-5,-1.0038610038610039,Stand,0,0,-3.0
2.0,12,0,6,-2,-5,-1.0038610038610039,Stand,0,0,-3.0
3.0,21,1,6,-2,-5,-1.0038610038610039,Stand,1,1,-3.0
4.0,8,1,6,-2,-5,-1.0038610038610039,Stand,0,0,-3.0
1.0,15,0,9,3,-2,-0.42105263157894735,Hit,0,0,-5.0
2.0,17,0,9,2,-3,-0.636734693877551,Stand,0,0,-5.0
3.0,21,1,9,2,-3,-0.636734693877551,Stand,1,2,-5.0
4.0,17,0,9,1,-4,-0.8524590163934426,Stand,0,0,-5.0
1.0,13,0,4,6,1,0.2222222222222222,Stand,0,0,-5.0
2.0,10,0,4,6,1,0.2222222222222222,Double,0,0,-5.0
3.0,10,0,4,7,2,0.4463519313304721,Double,0,2,-5.0
4.0,18,0,4,5,0,0.0,Stand,0,0,-5.0
1.0,21,1,9,-5,-5,-1.1818181818181819,Stand,1,2,0.0
2.0,17,0,9,-5,-5,-1.1818181818181819,Stand,0,0,0.0
3.0,20,0,9,-4,-4,-0.9497716894977168,Stand,0,2,0.0
4.0,21,1,9,-4,-4,-0.9497716894977168,Stand,1,2,0.0
1.0,17,0,3,3,-2,-0.49760765550239233,Stand,0,2,-5.0
2.0,19,0,3,3,-2,-0.49760765550239233,Stand,0,2,-5.0
3.0,13,0,3,3,-2,-0.49760765550239233,Stand,0,2,-5.0
4.0,15,0,3,3,-2,-0.5,Stand,0,2,-5.0
1.0,13,0,10,-1,-5,-1.3197969543147208,Hit,0,0,-4.0
2.0,17,0,10,-2,-6,-1.6,Stand,0,0,-4.0
3.0,12,0,10,-2,-6,-1.6,Hit,0,0,-4.0
4.0,20,0,10,-3,-7,-1.8762886597938144,Stand,0,1,-4.0
1.0,16,0,7,2,2,0.34437086092715236,Stand,0,0,0.0
2.0,19,0,7,1,1,0.17275747508305647,Stand,0,0,0.0
3.0,12,0,7,1,1,0.17275747508305647,Stand,0,0,0.0
4.0,4,1,7,1,1,0.17275747508305647,Hit,0,1,0.0
1.0,11,0,5,1,3,0.5397923875432526,Double,0,2,2.0
2.0,21,1,5,1,3,0.5416666666666666,Stand,1,2,2.0
3.0,10,0,5,1,3,0.5416666666666666,Double,0,0,2.0
4.0,10,1,5,2,4,0.7247386759581882,Stand,0,2,2.0
1.0,17,0,8,-1,3,0.5652173913043479,Stand,0,0,4.0
2.0,16,0,8,-1,3,0.5652173913043479,Stand,0,0,4.0
3.0,18,0,8,-1,3,0.5652173913043479,Stand,0,1,4.0
4.0,11,0,8,-1,3,0.5652173913043479,Double,0,0,4.0
1.0,13,1,8,-5,-2,-0.39543726235741444,Stand,0,2,3.0
2.0,17,0,8,-5,-2,-0.39543726235741444,Stand,0,2,3.0
3.0,21,1,8,-5,-2,-0.39543726235741444,Stand,1,2,3.0
4.0,20,0,8,-5,-2,-0.39543726235741444,Stand,0,2,3.0
1.0,19,0,10,-2,-5,-1.0358565737051793,Stand,0,0,-3.0
2.0,9,1,10,-3,-6,-1.248,Stand,0,0,-3.0
3.0,15,1,10,-4,-7,-1.461847389558233,Stand,0,0,-3.0
4.0,16,1,10,-5,-8,-1.6774193548387097,Stand,0,0,-3.0
1.0,11,0,7,5,-4,-0.8739495798319328,Double,0,0,-9.0
2.0,13,0,7,6,-3,-0.6582278481012659,Hit,0,0,-9.0
3.0,20,0,7,6,-3,-0.6638297872340425,Stand,0,0,-9.0
4.0,17,1,7,4,-5,-1.1158798283261802,Stand,0,0,-9.0
1.0,21,1,8,-3,-7,-1.6396396396396398,Stand,1,2,-4.0
2.0,14,0,8,-2,-6,-1.411764705882353,Stand,0,2,-4.0
2.1,10,0,8,-1,-5,-1.1818181818181819,Double,0,2,-4.0
3.0,19,0,8,-1,-5,-1.187214611872146,Stand,0,2,-4.0
4.0,17,0,8,-1,-5,-1.187214611872146,Stand,0,2,-4.0
1.0,12,0,11,-2,-2,-0.34437086092715236,Hit,0,0,0.0
2.0,13,0,11,-3,-3,-0.5182724252491695,Hit,0,1,0.0
3.0,16,0,11,-3,-3,-0.52,Hit,0,1,0.0
4.0,9,1,11,-2,-2,-0.34782608695652173,Stand,0,0,0.0
1.0,12,0,3,3,0,0.0,Hit,0,0,-3.0
2.0,14,0,3,2,-1,-0.18055555555555555,Stand,0,0,-3.0
3.0,18,0,3,1,-2,-0.3623693379790941,Stand,0,2,-3.0
4.0,17,0,3,1,-2,-0.3623693379790941,Stand,0,1,-3.0
1.0,7,1,6,-1,-3,-0.5672727272727273,Double,0,2,-2.0
2.0,15,0,6,0,-2,-0.3795620437956204,Stand,0,0,-2.0
3.0,19,0,6,0,-2,-0.3795620437956204,Stand,0,2,-2.0
4.0,17,0,6,0,-2,-0.3795620437956204,Stand,0,1,-2.0
1.0,19,0,9,3,0,0.0,Stand,0,1,-3.0
2.0,11,0,9,4,1,0.19771863117870722,Double,0,0,-3.0
3.0,16,0,9,3,0,0.0,Hit,0,0,-3.0
4.0,14,0,9,4,1,0.2,Hit,0,0,-3.0
1.0,21,1,6,-2,-2,-0.4176706827309237,Stand,1,2,0.0
2.0,8,1,6,-2,-2,-0.4176706827309237,Stand,0,0,0.0
3.0,18,0,6,-2,-2,-0.4176706827309237,Stand,0,0,0.0
4.0,10,0,6,-2,-2,-0.4176706827309237,Double,0,0,0.0
1.0,12,0,5,-1,-1,-0.21940928270042195,Stand,0,2,0.0
2.0,4,1,5,-1,-1,-0.21940928270042195,Double,0,2,0.0
3.0,20,0,5,0,0,0.0,Stand,0,2,0.0
4.0,13,0,5,0,0,0.0,Stand,0,2,0.0
1.0,15,0,8,-2,-3,-0.6933333333333334,Stand,0,0,-1.0
2.0,14,0,8,-2,-3,-0.6933333333333334,Stand,0,0,-1.0
3.0,21,1,8,-2,-3,-0.6933333333333334,Stand,1,2,-1.0
4.0,18,0,8,-2,-3,-0.6933333333333334,Stand,0,2,-1.0
1.0,11,0,8,4,3,0.7323943661971831,Double,0,0,-1.0
2.0,13,0,8,5,4,0.9811320754716982,Stand,0,0,-1.0
3.0,15,0,8,4,3,0.7393364928909953,Hit,0,0,-1.0
4.0,19,0,8,4,3,0.7428571428571429,Stand,0,0,-1.0
1.0,10,1,7,4,7,1.8477157360406091,Stand,0,0,3.0
2.0,12,0,7,4,7,1.8477157360406091,Stand,0,0,3.0
3.0,19,0,7,6,9,2.4,Stand,0,0,3.0
4.0,14,1,7,7,10,2.708333333333333,Hit,0,0,3.0
4.1,11,0,7,6,9,2.463157894736842,Double,0,1,3.0
1.0,19,0,10,1,1,0.17275747508305647,Stand,0,0,0.0
2.0,18,0,10,1,1,0.17275747508305647,Stand,0,0,0.0
3.0,12,0,10,1,1,0.17275747508305647,Hit,0,0,0.0
4.0,11,0,10,0,0,0.0,Double,0,0,0.0
1.0,19,0,5,0,0,0.0,Stand,0,2,0.0
1.1,14,0,5,1,1,0.18118466898954705,Stand,0,0,0.0
2.0,21,1,5,1,1,0.18118466898954705,Stand,1,2,0.0
3.0,17,0,5,1,1,0.18118466898954705,Stand,0,0,0.0
4.0,16,0,5,0,0,0.0,Stand,0,0,0.0
1.0,19,0,10,-4,-3,-0.5672727272727273,Stand,0,2,1.0
2.0,20,0,10,-4,-3,-0.5672727272727273,Stand,0,2,1.0
3.0,18,0,10,-3,-2,-0.3795620437956204,Stand,0,2,1.0
4.0,9,1,10,-3,-2,-0.38235294117647056,Stand,0,2,1.0
1.0,16,0,10,0,-2,-0.4,Hit,0,0,-2.0
2.0,15,0,10,0,-2,-0.4015444015444015,Hit,0,0,-2.0
3.0,17,1,10,1,-1,-0.20392156862745098,Stand,0,0,-2.0
4.0,14,0,10,1,-1,-0.20392156862745098,Hit,0,0,-2.0
1.0,10,0,2,2,2,0.4279835390946502,Double,0,0,0.0
2.0,21,1,2,2,2,0.42975206611570244,Stand,1,1,0.0
3.0,10,0,2,2,2,0.42975206611570244,Double,0,0,0.0
4.0,14,0,2,1,1,0.21576763485477177,Stand,0,0,0.0
1.0,21,1,6,4,4,0.9043478260869565,Stand,1,2,0.0
2.0,17,0,6,3,3,0.6812227074235807,Stand,0,2,0.0
3.0,14,0,6,3,3,0.6812227074235807,Stand,0,2,0.0
4.0,9,0,6,4,4,0.9122807017543859,Double,0,2,0.0
1.0,19,0,11,0,2,0.4837209302325581,Stand,0,2,2.0
2.0,21,1,11,0,2,0.4837209302325581,Stand,1,2,2.0
3.0,19,0,11,2,4,0.9765258215962442,Stand,0,2,2.0
4.0,9,1,11,0,2,0.49289099526066354,Stand,0,2,2.0
1.0,11,0,5,0,0,0.0,Double,0,1,0.0
2.0,10,0,5,0,0,0.0,Double,0,1,0.0
3.0,20,0,5,-1,-1,-0.17333333333333334,Stand,0,1,0.0
4.0,9,1,5,-1,-1,-0.17333333333333334,Stand,0,0,0.0
1.0,10,0,2,5,3,0.5416666666666666,Double,0,2,-2.0
2.0,13,1,2,3,1,0.18181818181818182,Double,0,0,-2.0
3.0,20,1,2,2,0,0.0,Stand,0,2,-2.0
4.0,15,0,2,1,-1,-0.18439716312056736,Stand,0,2,-2.0
1.0,17,0,2,2,1,0.1933085501858736,Stand,0,0,-1.0
2.0,13,0,2,2,1,0.1933085501858736,Stand,0,0,-1.0
3.0,14,0,2,2,1,0.1933085501858736,Stand,0,0,-1.0
4.0,20,0,2,2,1,0.1933085501858736,Stand,0,0,-1.0
1.0,16,0,2,-2,-2,-0.40310077519379844,Stand,0,0,0.0
2.0,19,0,2,-2,-2,-0.40310077519379844,Stand,0,0,0.0
3.0,19,0,2,-2,-2,-0.40310077519379844,Stand,0,0,0.0
4.0,8,1,2,-2,-2,-0.40310077519379844,Stand,0,0,0.0
1.0,5,1,4,-2,-5,-1.0526315789473684,Double,0,0,-3.0
2.0,9,1,4,-3,-6,-1.2682926829268293,Stand,0,2,-3.0
3.0,15,0,4,-3,-6,-1.2682926829268293,Stand,0,0,-3.0
4.0,20,0,4,-3,-6,-1.2682926829268293,Stand,0,2,-3.0
1.0,17,0,9,4,-1,-0.22317596566523604,Stand,0,1,-5.0
2.0,15,1,9,3,-2,-0.4482758620689655,Hit,0,0,-5.0
3.0,15,0,9,2,-3,-0.6753246753246753,Hit,0,0,-5.0
4.0,17,0,9,1,-4,-0.908296943231441,Stand,0,1,-5.0
1.0,16,0,10,-2,-4,-0.9541284403669724,Hit,0,0,-2.0
2.0,19,0,10,-2,-4,-0.9629629629629629,Stand,0,0,-2.0
3.0,9,1,10,-1,-3,-0.7255813953488371,Stand,0,0,-2.0
4.0,19,0,10,-1,-3,-0.7255813953488371,Stand,0,0,-2.0
1.0,17,0,10,2,-2,-0.5098039215686275,Stand,0,0,-4.0
2.0,9,1,10,2,-2,-0.5098039215686275,Stand,0,0,-4.0
3.0,13,0,10,2,-2,-0.5098039215686275,Hit,0,0,-4.0
4.0,13,0,10,3,-1,-0.25742574257425743,Hit,0,0,-4.0
1.0,17,0,3,1,-2,-0.5445026178010471,Stand,0,2,-3.0
2.0,13,0,3,1,-2,-0.5445026178010471,Stand,0,2,-3.0
3.0,19,0,3,1,-2,-0.5445026178010471,Stand,0,2,-3.0
4.0,15,0,3,0,-3,-0.8210526315789474,Stand,0,2,-3.0
1.0,9,1,9,-1,-1,-0.17218543046357618,Stand,0,1,0.0
2.0,16,0,9,-1,-1,-0.17218543046357618,Stand,0,0,0.0
3.0,16,0,9,-1,-1,-0.17218543046357618,Stand,0,0,0.0
4.0,16,0,9,-1,-1,-0.17218543046357618,Stand,0,0,0.0
1.0,15,0,2,0,-2,-0.35616438356164387,Stand,0,0,-2.0
2.0,19,0,2,-1,-3,-0.5360824742268041,Stand,0,2,-2.0
3.0,19,0,2,-1,-3,-0.5360824742268041,Stand,0,2,-2.0
4.0,17,0,2,-1,-3,-0.5360824742268041,Stand,0,1,-2.0
1.0,9,1,10,0,-3,-0.5611510791366907,Stand,0,1,-3.0
1.1,10,1,10,0,-3,-0.5631768953068592,Stand,0,2,-3.0
2.0,13,0,10,0,-3,-0.5631768953068592,Hit,0,0,-3.0
3.0,17,0,10,0,-3,-0.5652173913043479,Stand,0,0,-3.0
4.0,19,0,10,1,-2,-0.3781818181818182,Stand,0,1,-3.0
1.0,12,0,2,-1,-1,-0.196969696969697,Stand,0,2,0.0
